TABLE_NAME,COLUMN_NAME,DATA_TYPE
GenHCPCareCoordinatorOccupation,GenHCPCode,nvarchar
GenHCPCareCoordinatorOccupation,Occupation,nvarchar
GenHCPCareCoordinatorOccupation,SequenceID,int
GenHCPCareCoordinatorOccupation,StartDate,datetime
GenHCPCareCoordinatorOccupation,crate_pk,bigint
GenHCPCareCoordinatorOccupation,_src_hash,varchar
GenHCPGPPractice,GenHCPCode,nvarchar
GenHCPGPPractice,GenPracticeCode,nvarchar
GenHCPGPPractice,SequenceID,int
GenHCPGPPractice,crate_pk,bigint
GenHCPGPPractice,_src_hash,varchar
GenHCPImmCentre,GenHCPCode,nvarchar
GenHCPImmCentre,GenImmCentreCode,nvarchar
GenHCPImmCentre,SequenceID,int
GenHCPImmCentre,crate_pk,bigint
GenHCPImmCentre,_src_hash,varchar
GenHCPSchool,GenHCPCode,nvarchar
GenHCPSchool,GenSchoolCode,nvarchar
GenHCPSchool,SequenceID,int
GenHCPSchool,WorkflowRecipient,bit
GenHCPSchool,crate_pk,bigint
GenHCPSchool,_src_hash,varchar
GenHCPService,GenHCPCode,nvarchar
GenHCPService,GenServiceCode,nvarchar
GenHCPService,crate_pk,bigint
GenHCPService,_src_hash,varchar
GenHcpServiceTeam,GenHcpCode,nvarchar
GenHcpServiceTeam,GenServiceTeamCode,nvarchar
GenHcpServiceTeam,SequenceID,int
GenHcpServiceTeam,crate_pk,bigint
GenHcpServiceTeam,_src_hash,varchar
GenHcpSpecialty,GenHcpCode,nvarchar
GenHcpSpecialty,GenSpecialtyCode,nvarchar
GenHcpSpecialty,SequenceID,int
GenHcpSpecialty,crate_pk,bigint
GenHcpSpecialty,_src_hash,varchar
GenHCPTemplate,Code,nvarchar
GenHCPTemplate,CodeDescription,nvarchar
GenHCPTemplate,Deleted,bit
GenHCPTemplate,crate_pk,bigint
GenHCPTemplate,_src_hash,varchar
GenHCPTemplateDetail,Code,nvarchar
GenHCPTemplateDetail,Day,int
GenHCPTemplateDetail,DayOfWeek,nvarchar
GenHCPTemplateDetail,EndTime,datetime
GenHCPTemplateDetail,NoAppointments,bit
GenHCPTemplateDetail,SequenceID,int
GenHCPTemplateDetail,SlotLength,int
GenHCPTemplateDetail,StartTime,datetime
GenHCPTemplateDetail,crate_pk,bigint
GenHCPTemplateDetail,_src_hash,varchar
GenHelp,OrgCode,nvarchar
GenHelp,URL,nvarchar
GenHelp,crate_pk,bigint
GenHelp,_src_hash,varchar
GenHoliday,Description,nvarchar
GenHoliday,EndDate,datetime
GenHoliday,StartDate,datetime
GenHoliday,crate_pk,bigint
GenHoliday,_src_hash,varchar
GenHospitalSite,AddressLine1,nvarchar
GenHospitalSite,AddressLine2,nvarchar
GenHospitalSite,AddressLine3,nvarchar
GenHospitalSite,AddressLine4,nvarchar
GenHospitalSite,AddressLine5,nvarchar
GenHospitalSite,Code,nvarchar
GenHospitalSite,CodeDescription,nvarchar
GenHospitalSite,Deleted,bit
GenHospitalSite,LocationType,nvarchar
GenHospitalSite,NationalCode,nvarchar
GenHospitalSite,Postcode,nvarchar
GenHospitalSite,ResidentialCareUnit,bit
GenHospitalSite,TelephoneNumber,nvarchar
GenHospitalSite,crate_pk,bigint
GenHospitalSite,_src_hash,varchar
GenImageType,Code,nvarchar
GenImageType,CodeDescription,nvarchar
GenImageType,Deleted,bit
GenImageType,crate_pk,bigint
GenImageType,_src_hash,varchar
GenLocalAuthority,Code,nvarchar
GenLocalAuthority,CodeDescription,nvarchar
GenLocalAuthority,Deleted,bit
GenLocalAuthority,EndDate,datetime
GenLocalAuthority,NationalCode,nvarchar
GenLocalAuthority,OldCode,nvarchar
GenLocalAuthority,SortOrder,int
GenLocalAuthority,StartDate,datetime
GenLocalAuthority,crate_pk,bigint
GenLocalAuthority,_src_hash,varchar
GenLogicDeletedReason,Code,nvarchar
GenLogicDeletedReason,CodeDescription,varchar
GenLogicDeletedReason,Deleted,bit
GenLogicDeletedReason,crate_pk,bigint
GenLogicDeletedReason,_src_hash,varchar
GenMenu,ASPName,nvarchar
GenMenu,DisplayOnMenu,bit
GenMenu,IconURL,nvarchar
GenMenu,MenuDescription,nvarchar
GenMenu,MenuID,int
GenMenu,Tooltext,nvarchar
GenMenu,crate_pk,bigint
GenMenu,_src_hash,varchar
GenMenuItem,AccessLevel,int
GenMenuItem,Group,char
GenMenuItem,IconURL,nvarchar
GenMenuItem,ItemID,nvarchar
GenMenuItem,ItemPosition,int
GenMenuItem,ItemText,nvarchar
GenMenuItem,LocallyRestricted,bit
GenMenuItem,MenuID,nvarchar
GenMenuItem,MenuItemID,int
GenMenuItem,URL,nvarchar
GenMenuItem,crate_pk,bigint
GenMenuItem,_src_hash,varchar
GenMenuItemRoles,ItemID,int
GenMenuItemRoles,MenuID,int
GenMenuItemRoles,UserTypeID,nvarchar
GenMenuItemRoles,crate_pk,bigint
GenMenuItemRoles,_src_hash,varchar
GenMesLetterNamePartCode,Code,nvarchar
GenMesLetterNamePartCode,CodeDescription,nvarchar
GenMesLetterNamePartCode,Deleted,bit
GenMesLetterNamePartCode,crate_pk,bigint
GenMesLetterNamePartCode,_src_hash,varchar
GenMonthlyPlannerActivity,Code,nvarchar
GenMonthlyPlannerActivity,CodeDescription,nvarchar
GenMonthlyPlannerActivity,Deleted,bit
GenMonthlyPlannerActivity,ItemPosition,int
GenMonthlyPlannerActivity,crate_pk,bigint
GenMonthlyPlannerActivity,_src_hash,varchar
GenNameSuffix,Code,int
GenNameSuffix,CodeDescription,nvarchar
GenNameSuffix,Deleted,bit
GenNameSuffix,crate_pk,bigint
GenNameSuffix,_src_hash,varchar
GenNHSLocation,AddressLine1,nvarchar
GenNHSLocation,AddressLine2,nvarchar
GenNHSLocation,AddressLine3,nvarchar
GenNHSLocation,AddressLine4,nvarchar
GenNHSLocation,AddressLine5,nvarchar
GenNHSLocation,CloseDate,datetime
GenNHSLocation,DHSCCode,nvarchar
GenNHSLocation,OpenDate,datetime
GenNHSLocation,OrganisationCode,nvarchar
GenNHSLocation,OrganisationName,nvarchar
GenNHSLocation,Postcode,nvarchar
GenNHSLocation,SHACode,nvarchar
GenNHSLocation,crate_pk,bigint
GenNHSLocation,_src_hash,varchar
GenNotificationSubType,CanRedirect,bit
GenNotificationSubType,Code,nvarchar
GenNotificationSubType,CodeDescription,nvarchar
GenNotificationSubType,Deleted,bit
GenNotificationSubType,Name,nvarchar
GenNotificationSubType,NotificationCodePath,nvarchar
GenNotificationSubType,NotificationValue,nvarchar
GenNotificationSubType,ParentNotificationType,nvarchar
GenNotificationSubType,RenderPage,nvarchar
GenNotificationSubType,crate_pk,bigint
GenNotificationSubType,_src_hash,varchar
GenNotificationType,Code,nvarchar
GenNotificationType,CodeDescription,nvarchar
GenNotificationType,Deleted,bit
GenNotificationType,HL7MessageType,nvarchar
GenNotificationType,LicenceKeyCode,nvarchar
GenNotificationType,Name,nvarchar
GenNotificationType,crate_pk,bigint
GenNotificationType,_src_hash,varchar
GenOrganisation,IsSpineEnabled,bit
GenOrganisation,OrganisationCode,nvarchar
GenOrganisation,OrganisationID,int
GenOrganisation,OrganisationName,nvarchar
GenOrganisation,RegisteringAuthorityType,nvarchar
GenOrganisation,crate_pk,bigint
GenOrganisation,_src_hash,varchar
GenOtherSystemType,Code,nvarchar
GenOtherSystemType,CodeDescription,nvarchar
GenOtherSystemType,Deleted,bit
GenOtherSystemType,crate_pk,bigint
GenOtherSystemType,_src_hash,varchar
GenOverseasStatus,Code,nvarchar
GenOverseasStatus,CodeDescription,nvarchar
GenOverseasStatus,Deleted,bit
GenOverseasStatus,crate_pk,bigint
GenOverseasStatus,_src_hash,varchar
GenPCTConstantHistory,AreaPCO,nvarchar
GenPCTConstantHistory,DefaultPCO,nvarchar
GenPCTConstantHistory,EndDate,datetime
GenPCTConstantHistory,StartDate,datetime
GenPCTConstantHistory,crate_pk,bigint
GenPCTConstantHistory,_src_hash,varchar
GenPremises,Abbreviation,nvarchar
GenPremises,Deleted,bit
GenPremises,Premises,nvarchar
GenPremises,crate_pk,bigint
GenPremises,_src_hash,varchar
GenPrescribingCode,Code,nvarchar
GenPrescribingCode,CodeDescription,nvarchar
GenPrescribingCode,Deleted,bit
GenPrescribingCode,crate_pk,bigint
GenPrescribingCode,_src_hash,varchar
GenPreviousPassword,ChangeDate,datetime
GenPreviousPassword,GenUserID,nvarchar
GenPreviousPassword,Password,nvarchar
GenPreviousPassword,SequenceID,int
GenPreviousPassword,crate_pk,bigint
GenPreviousPassword,_src_hash,varchar
GenR2RDataType,Code,nvarchar
GenR2RDataType,CodeDescription,nvarchar
GenR2RDataType,Component,nvarchar
GenR2RDataType,Deleted,bit
GenR2RDataType,IsAssessment,bit
GenR2RDataType,crate_pk,bigint
GenR2RDataType,_src_hash,varchar
GenR2RDataTypeWflActivity,ActivityCode,nvarchar
GenR2RDataTypeWflActivity,DataTypeID,nvarchar
GenR2RDataTypeWflActivity,crate_pk,bigint
GenR2RDataTypeWflActivity,_src_hash,varchar
GenR2RDissentOverrideReason,Code,nvarchar
GenR2RDissentOverrideReason,CodeDescription,nvarchar
GenR2RDissentOverrideReason,Deleted,bit
GenR2RDissentOverrideReason,crate_pk,bigint
GenR2RDissentOverrideReason,_src_hash,varchar
GenR2RDissentOverrideReasonBcodes,Bcode,nvarchar
GenR2RDissentOverrideReasonBcodes,ReasonCode,nvarchar
GenR2RDissentOverrideReasonBcodes,crate_pk,bigint
GenR2RDissentOverrideReasonBcodes,_src_hash,varchar
genRBACActivityGroups,ActivityGroupID,nvarchar
genRBACActivityGroups,Description,nvarchar
genRBACActivityGroups,crate_pk,bigint
genRBACActivityGroups,_src_hash,varchar
genRBACActivitySubGroups,ActivityGroupID,nvarchar
genRBACActivitySubGroups,ActivitySubGroupID,nvarchar
genRBACActivitySubGroups,Description,nvarchar
genRBACActivitySubGroups,ID,int
genRBACActivitySubGroups,crate_pk,bigint
genRBACActivitySubGroups,_src_hash,varchar
genRBACAOWPrimaryGroups,AOWPrimaryID,nvarchar
genRBACAOWPrimaryGroups,Description,nvarchar
genRBACAOWPrimaryGroups,ID,int
genRBACAOWPrimaryGroups,Type,nvarchar
genRBACAOWPrimaryGroups,crate_pk,bigint
genRBACAOWPrimaryGroups,_src_hash,varchar
genRBACAOWSecondaryGroups,AOWPrimaryGroupID,nvarchar
genRBACAOWSecondaryGroups,AOWSecondaryGroupID,nvarchar
genRBACAOWSecondaryGroups,Description,nvarchar
genRBACAOWSecondaryGroups,crate_pk,bigint
genRBACAOWSecondaryGroups,_src_hash,varchar
genRBACAreasOfWork,AOWSecondaryGroupID,nvarchar
genRBACAreasOfWork,AreaOfWorkID,nvarchar
genRBACAreasOfWork,Deleted,int
genRBACAreasOfWork,Description,nvarchar
genRBACAreasOfWork,crate_pk,bigint
genRBACAreasOfWork,_src_hash,varchar
genRBACBCodeMap,BCode,nvarchar
genRBACBCodeMap,BCodeMapID,int
genRBACBCodeMap,ItemID,int
genRBACBCodeMap,MenuID,int
genRBACBCodeMap,MenuItemID,int
genRBACBCodeMap,URL,varchar
genRBACBCodeMap,crate_pk,bigint
genRBACBCodeMap,_src_hash,varchar
genRBACBCodeMap,deleted,int
genRBACBCodes,ActivitySubGroupID,nvarchar
genRBACBCodes,BCodeID,int
genRBACBCodes,Bcode,nvarchar
genRBACBCodes,Deleted,int
genRBACBCodes,Description,nvarchar
genRBACBCodes,Includes,nvarchar
genRBACBCodes,LocallyDefined,bit
genRBACBCodes,LongDescription,nvarchar
genRBACBCodes,RiOSupported,int
genRBACBCodes,crate_pk,bigint
genRBACBCodes,_src_hash,varchar
GenRBACFunction,Deleted,bit
GenRBACFunction,FunctionArea,nvarchar
GenRBACFunction,FunctionDescription,nvarchar
GenRBACFunction,FunctionID,int
GenRBACFunction,FunctionType,nvarchar
GenRBACFunction,crate_pk,bigint
GenRBACFunction,_src_hash,varchar
GenRBACFunctionMap,BCode,nvarchar
GenRBACFunctionMap,FunctionID,int
GenRBACFunctionMap,crate_pk,bigint
GenRBACFunctionMap,_src_hash,varchar
genRBACRoleAoWBCodeBaseline,AoWID,nvarchar
genRBACRoleAoWBCodeBaseline,BCode,nvarchar
genRBACRoleAoWBCodeBaseline,Deleted,int
genRBACRoleAoWBCodeBaseline,RoleAoWBCodeBLID,int
genRBACRoleAoWBCodeBaseline,RoleAreaOfWorkID,int
genRBACRoleAoWBCodeBaseline,RoleID,nvarchar
genRBACRoleAoWBCodeBaseline,crate_pk,bigint
genRBACRoleAoWBCodeBaseline,_src_hash,varchar
genRBACRoleAreasOfWork,AreaOfWorkID,nvarchar
genRBACRoleAreasOfWork,Deleted,int
genRBACRoleAreasOfWork,RoleAreaOfWorkID,int
genRBACRoleAreasOfWork,RoleID,nvarchar
genRBACRoleAreasOfWork,crate_pk,bigint
genRBACRoleAreasOfWork,_src_hash,varchar
genRBACRoles,D0002_Primary_Care_Baseline__DRAFT_,nvarchar
genRBACRoles,D0003_Prescribing_and_Pharmacy_Related_Baseline__DRAFT_,nvarchar
genRBACRoles,D0004_Secondary_Care_Baseline,nvarchar
genRBACRoles,D0006_Information_Governance,nvarchar
genRBACRoles,D0010_Patient_Demographics,nvarchar
genRBACRoles,D0011_Diagnostic_Imaging,nvarchar
genRBACRoles,Description,nvarchar
genRBACRoles,Expr1012,nvarchar
genRBACRoles,Expr1013,nvarchar
genRBACRoles,Expr1014,nvarchar
genRBACRoles,Job_Role_Description,nvarchar
genRBACRoles,Role,nvarchar
genRBACRoles,RoleStaffSubGroupID,nvarchar
genRBACRoles,T0850_Imaging,nvarchar
genRBACRoles,T1580_Primary_Care,nvarchar
genRBACRoles,T1670_General_Practice,nvarchar
genRBACRoles,T2200_Pharmacy_AoW,nvarchar
genRBACRoles,T6080_Mental_Health_AoW,nvarchar
genRBACRoles,T6090_PCT_Admin,nvarchar
genRBACRoles,T6091_National_Back_Office,nvarchar
genRBACRoles,crate_pk,bigint
genRBACRoles,_src_hash,varchar
genRBACRoleStaffGroups,Description,nvarchar
genRBACRoleStaffGroups,ID,int
genRBACRoleStaffGroups,RoleStaffGroupID,nvarchar
genRBACRoleStaffGroups,Type,nvarchar
genRBACRoleStaffGroups,crate_pk,bigint
genRBACRoleStaffGroups,_src_hash,varchar
genRBACRoleStaffSubGroups,Description,nvarchar
genRBACRoleStaffSubGroups,RoleStaffGroupID,nvarchar
genRBACRoleStaffSubGroups,RoleStaffSubGroupID,nvarchar
genRBACRoleStaffSubGroups,crate_pk,bigint
genRBACRoleStaffSubGroups,_src_hash,varchar
GenReadOnlyScreens,Code,nvarchar
GenReadOnlyScreens,CodeDescription,nvarchar
GenReadOnlyScreens,Deleted,bit
GenReadOnlyScreens,crate_pk,bigint
GenReadOnlyScreens,_src_hash,varchar
GenReferralActionSpecialty,Deleted,bit
GenReferralActionSpecialty,GenSpecialtyCode,nvarchar
GenReferralActionSpecialty,ReferralListActionCode,nvarchar
GenReferralActionSpecialty,crate_pk,bigint
GenReferralActionSpecialty,_src_hash,varchar
GenReferralHoldReason,Code,nvarchar
GenReferralHoldReason,CodeDescription,nvarchar
GenReferralHoldReason,Deleted,bit
GenReferralHoldReason,crate_pk,bigint
GenReferralHoldReason,_src_hash,varchar
GenReferralListAction,Code,nvarchar
GenReferralListAction,CodeDescription,nvarchar
GenReferralListAction,Deleted,bit
GenReferralListAction,Stage,nvarchar
GenReferralListAction,Status,nvarchar
GenReferralListAction,crate_pk,bigint
GenReferralListAction,_src_hash,varchar
GenReferralListStatus,Code,nvarchar
GenReferralListStatus,CodeDescription,nvarchar
GenReferralListStatus,Deleted,char
GenReferralListStatus,crate_pk,bigint
GenReferralListStatus,_src_hash,varchar
GenReferralOffHoldReason,Code,nvarchar
GenReferralOffHoldReason,CodeDescription,nvarchar
GenReferralOffHoldReason,Deleted,bit
GenReferralOffHoldReason,crate_pk,bigint
GenReferralOffHoldReason,_src_hash,varchar
GenReferralStage,Code,nvarchar
GenReferralStage,CodeDescription,nvarchar
GenReferralStage,Deleted,bit
GenReferralStage,crate_pk,bigint
GenReferralStage,_src_hash,varchar
GenRegistrarOffice,Code,nvarchar
GenRegistrarOffice,CodeDescription,nvarchar
GenRegistrarOffice,Deleted,bit
GenRegistrarOffice,IsDefault,bit
GenRegistrarOffice,crate_pk,bigint
GenRegistrarOffice,_src_hash,varchar
GenRejectReason,Code,nvarchar
GenRejectReason,CodeDescription,nvarchar
GenRejectReason,Deleted,bit
GenRejectReason,crate_pk,bigint
GenRejectReason,_src_hash,varchar
GenReportFormatStyle,Deleted,bit
GenReportFormatStyle,HTML,nvarchar
GenReportFormatStyle,StyleID,int
GenReportFormatStyle,StyleName,nvarchar
GenReportFormatStyle,StyleType,nvarchar
GenReportFormatStyle,crate_pk,bigint
GenReportFormatStyle,_src_hash,varchar
GenReports,ClientSearch,bit
GenReports,DataColour,nvarchar
GenReports,DataStyle,int
GenReports,Deleted,bit
GenReports,FooterSection,int
GenReports,GridLineColour,nvarchar
GenReports,GridLineWidth,int
GenReports,HeaderColour,nvarchar
GenReports,HeaderSection,int
GenReports,HeaderStyle,int
GenReports,IncludeSeparator,bit
GenReports,IsMultiple,int
GenReports,IsStoreAndForward,bit
GenReports,OfflineReporting,bit
GenReports,PageBreakField,nvarchar
GenReports,ParentReport,int
GenReports,RawData,bit
GenReports,RawDataExportFileFormat,int
GenReports,ReportID,int
GenReports,ReportTitle,nvarchar
GenReports,SQLStatement,nvarchar
GenReports,SelectOrder,int
GenReports,ShowGridLines,bit
GenReports,ShowTitle,bit
GenReports,Vertical,bit
GenReports,crate_pk,bigint
GenReports,_src_hash,varchar
GenReportStyle,StyleID,int
GenReportStyle,StyleName,nvarchar
GenReportStyle,StyleText,nvarchar
GenReportStyle,crate_pk,bigint
GenReportStyle,_src_hash,varchar
GenReportStylePlaceHolder,CSSText,nvarchar
GenReportStylePlaceHolder,Description,nvarchar
GenReportStylePlaceHolder,SequenceID,int
GenReportStylePlaceHolder,crate_pk,bigint
GenReportStylePlaceHolder,_src_hash,varchar
GenReviewTriggers,Deleted,binary
GenReviewTriggers,Url,varchar
GenReviewTriggers,UrlDescription,varchar
GenReviewTriggers,crate_pk,bigint
GenReviewTriggers,_src_hash,varchar
GenScreenXML,Code,nvarchar
GenScreenXML,CodeDescription,nvarchar
GenScreenXML,CreatedBy,nvarchar
GenScreenXML,CreatedOn,datetime
GenScreenXML,Deleted,bit
GenScreenXML,ScreenXML,nvarchar
GenScreenXML,crate_pk,bigint
GenScreenXML,_src_hash,varchar
GenScreenXML_BACK,Code,nvarchar
GenScreenXML_BACK,CodeDescription,nvarchar
GenScreenXML_BACK,CreatedBy,nvarchar
GenScreenXML_BACK,CreatedOn,datetime
GenScreenXML_BACK,Deleted,bit
GenScreenXML_BACK,ScreenXML,nvarchar
GenScreenXML_BACK,crate_pk,bigint
GenScreenXML_BACK,_src_hash,varchar
GenSection19Location,AddressLine1,nvarchar
GenSection19Location,AddressLine2,nvarchar
GenSection19Location,AddressLine3,nvarchar
GenSection19Location,AddressLine4,nvarchar
GenSection19Location,AddressLine5,nvarchar
GenSection19Location,Code,nvarchar
GenSection19Location,CodeDescription,nvarchar
GenSection19Location,Deleted,bit
GenSection19Location,Email,nvarchar
GenSection19Location,Fax,nvarchar
GenSection19Location,LocationType,nvarchar
GenSection19Location,NationalCode,nvarchar
GenSection19Location,Postcode,nvarchar
GenSection19Location,SequenceID,int
GenSection19Location,TelephoneNumber,nvarchar
GenSection19Location,crate_pk,bigint
GenSection19Location,_src_hash,varchar
GenSecurityQuestion,Code,nvarchar
GenSecurityQuestion,CodeDescription,nvarchar
GenSecurityQuestion,Deleted,bit
GenSecurityQuestion,MinAnswerLength,int
GenSecurityQuestion,crate_pk,bigint
GenSecurityQuestion,_src_hash,varchar
GenSelectListLibrary,AllowAllOption,bit
GenSelectListLibrary,Deleted,bit
GenSelectListLibrary,DisplayColumn,nvarchar
GenSelectListLibrary,SQLStatementLookup,nvarchar
GenSelectListLibrary,SQLStatementSearch,nvarchar
GenSelectListLibrary,SelectListID,int
GenSelectListLibrary,SelectListName,nvarchar
GenSelectListLibrary,SelectListPrompt,nvarchar
GenSelectListLibrary,ValueColumn,nvarchar
GenSelectListLibrary,crate_pk,bigint
GenSelectListLibrary,_src_hash,varchar
GenSENEduProvision,Code,nvarchar
GenSENEduProvision,CodeDescription,nvarchar
GenSENEduProvision,Deleted,bit
GenSENEduProvision,crate_pk,bigint
GenSENEduProvision,_src_hash,varchar
GenSENEquipment,Code,nvarchar
GenSENEquipment,CodeDescription,nvarchar
GenSENEquipment,Deleted,bit
GenSENEquipment,crate_pk,bigint
GenSENEquipment,_src_hash,varchar
GenSENFamilyProvision,Code,nvarchar
GenSENFamilyProvision,CodeDescription,nvarchar
GenSENFamilyProvision,Deleted,bit
GenSENFamilyProvision,crate_pk,bigint
GenSENFamilyProvision,_src_hash,varchar
GenSENFunctionTest,Code,nvarchar
GenSENFunctionTest,CodeDescription,nvarchar
GenSENFunctionTest,Deleted,bit
GenSENFunctionTest,crate_pk,bigint
GenSENFunctionTest,_src_hash,varchar
GenSENFunctionTestResult,Code,nvarchar
GenSENFunctionTestResult,CodeDescription,nvarchar
GenSENFunctionTestResult,Deleted,bit
GenSENFunctionTestResult,crate_pk,bigint
GenSENFunctionTestResult,_src_hash,varchar
GenSENInclusionReason,Code,nvarchar
GenSENInclusionReason,CodeDescription,nvarchar
GenSENInclusionReason,Deleted,bit
GenSENInclusionReason,crate_pk,bigint
GenSENInclusionReason,_src_hash,varchar
GenSENRegisterCategory,Code,nvarchar
GenSENRegisterCategory,CodeDescription,nvarchar
GenSENRegisterCategory,Deleted,bit
GenSENRegisterCategory,crate_pk,bigint
GenSENRegisterCategory,_src_hash,varchar
GenSENRequirement,Code,nvarchar
GenSENRequirement,CodeDescription,nvarchar
GenSENRequirement,Deleted,bit
GenSENRequirement,crate_pk,bigint
GenSENRequirement,_src_hash,varchar
GenSENTherapeuticProvision,Code,nvarchar
GenSENTherapeuticProvision,CodeDescription,nvarchar
GenSENTherapeuticProvision,Deleted,bit
GenSENTherapeuticProvision,crate_pk,bigint
GenSENTherapeuticProvision,_src_hash,varchar
GenServiceTeamDevCheckExclude,DevChkcode,nvarchar
GenServiceTeamDevCheckExclude,GenTeamCode,nvarchar
GenServiceTeamDevCheckExclude,crate_pk,bigint
GenServiceTeamDevCheckExclude,_src_hash,varchar
GenServiceTeamPractice,GenTeamCode,nvarchar
GenServiceTeamPractice,PracticeCode,nvarchar
GenServiceTeamPractice,crate_pk,bigint
GenServiceTeamPractice,_src_hash,varchar
GenSignificantEventTypes,Description,nvarchar
GenSignificantEventTypes,EventCode,nvarchar
GenSignificantEventTypes,FilterCategory,nvarchar
GenSignificantEventTypes,SummaryText,nvarchar
GenSignificantEventTypes,Used,bit
GenSignificantEventTypes,crate_pk,bigint
GenSignificantEventTypes,_src_hash,varchar
GenSNActivity,Code,nvarchar
GenSNActivity,CodeDescription,nvarchar
GenSNActivity,Deleted,bit
GenSNActivity,crate_pk,bigint
GenSNActivity,_src_hash,varchar
GenSNNursingLevel,Code,nvarchar
GenSNNursingLevel,CodeDescription,nvarchar
GenSNNursingLevel,Deleted,bit
GenSNNursingLevel,Weighting,int
GenSNNursingLevel,crate_pk,bigint
GenSNNursingLevel,_src_hash,varchar
GenSNNursingType,Code,nvarchar
GenSNNursingType,CodeDescription,nvarchar
GenSNNursingType,Default,bit
GenSNNursingType,Deleted,bit
GenSNNursingType,crate_pk,bigint
GenSNNursingType,_src_hash,varchar
GenSpecialtyDescriptionNational,Code,nvarchar
GenSpecialtyDescriptionNational,CodeDescription,nvarchar
GenSpecialtyDescriptionNational,crate_pk,bigint
GenSpecialtyDescriptionNational,_src_hash,varchar
GenSpecialtyGroup,code,nvarchar
GenSpecialtyGroup,codedescription,nvarchar
GenSpecialtyGroup,crate_pk,bigint
GenSpecialtyGroup,_src_hash,varchar
GenSpecialtyGroup,deleted,bit
GenSpecialtyGroupMapping,crate_pk,bigint
GenSpecialtyGroupMapping,_src_hash,varchar
GenSpecialtyGroupMapping,genspecialtycode,nvarchar
GenSpecialtyGroupMapping,genspecialtygroupcode,nvarchar
GenSpecialtyReturnExclusion,GenSpecialtyCode,nvarchar
GenSpecialtyReturnExclusion,MHMDS,bit
GenSpecialtyReturnExclusion,NWCS,bit
GenSpecialtyReturnExclusion,QM08,bit
GenSpecialtyReturnExclusion,crate_pk,bigint
GenSpecialtyReturnExclusion,_src_hash,varchar
GenSPOTRN,Code,nvarchar
GenSPOTRN,CodeDescription,nvarchar
GenSPOTRN,Deleted,bit
GenSPOTRN,crate_pk,bigint
GenSPOTRN,_src_hash,varchar
GenSPOTRNResult,BirthSheetCompleted,bit
GenSPOTRNResult,Code,nvarchar
GenSPOTRNResult,CodeDescription,nvarchar
GenSPOTRNResult,DeathOutcome,bit
GenSPOTRNResult,Deleted,bit
GenSPOTRNResult,IsSurveilanceOutcome,bit
GenSPOTRNResult,ItemPosition,int
GenSPOTRNResult,crate_pk,bigint
GenSPOTRNResult,_src_hash,varchar
GenSynchronousReport,Deleted,bit
GenSynchronousReport,Description,nvarchar
GenSynchronousReport,TaskID,nvarchar
GenSynchronousReport,crate_pk,bigint
GenSynchronousReport,_src_hash,varchar
GenSysConstant,CSE,bit
GenSysConstant,Category,nvarchar
GenSysConstant,Code,nvarchar
GenSysConstant,CodeDescription,nvarchar
GenSysConstant,ConstantValue,nvarchar
GenSysConstant,Deleted,bit
GenSysConstant,Encrypted,bit
GenSysConstant,Hidden,bit
GenSysConstant,crate_pk,bigint
GenSysConstant,_src_hash,varchar
GenSysConstantCategory,Code,nvarchar
GenSysConstantCategory,CodeDescription,nvarchar
GenSysConstantCategory,Deleted,bit
GenSysConstantCategory,crate_pk,bigint
GenSysConstantCategory,_src_hash,varchar
gensyslabel,code,nvarchar
gensyslabel,codedescription,nvarchar
gensyslabel,crate_pk,bigint
gensyslabel,_src_hash,varchar
gensyslabel,deleted,bit
gensyslabel,labeltext,varchar
GenSysMessage,Category,nvarchar
GenSysMessage,Code,nvarchar
GenSysMessage,CodeDescription,nvarchar
GenSysMessage,Deleted,bit
GenSysMessage,Hidden,bit
GenSysMessage,MessageText,nvarchar
GenSysMessage,crate_pk,bigint
GenSysMessage,_src_hash,varchar
GenSystemType,Code,nvarchar
GenSystemType,CodeDescription,nvarchar
GenSystemType,Deleted,bit
GenSystemType,crate_pk,bigint
GenSystemType,_src_hash,varchar
GenTable,GenTableCode,nvarchar
GenTable,TableNumber,smallint
GenTable,crate_pk,bigint
GenTable,_src_hash,varchar
GenTeamOrganisationalGroup,Code,nvarchar
GenTeamOrganisationalGroup,CodeDescription,nvarchar
GenTeamOrganisationalGroup,Deleted,bit
GenTeamOrganisationalGroup,UseInGroup1,bit
GenTeamOrganisationalGroup,UseInGroup2,bit
GenTeamOrganisationalGroup,crate_pk,bigint
GenTeamOrganisationalGroup,_src_hash,varchar
GenThoroughfare,Abbreviation,nvarchar
GenThoroughfare,Deleted,bit
GenThoroughfare,Thoroughfare,nvarchar
GenThoroughfare,crate_pk,bigint
GenThoroughfare,_src_hash,varchar
GenUrgencyChangeReason,Code,nvarchar
GenUrgencyChangeReason,CodeDescription,nvarchar
GenUrgencyChangeReason,Deleted,bit
GenUrgencyChangeReason,crate_pk,bigint
GenUrgencyChangeReason,_src_hash,varchar
GenUserAlternativeID,ID,nvarchar
GenUserAlternativeID,PersonID,nvarchar
GenUserAlternativeID,SequenceID,int
GenUserAlternativeID,SystemID,nvarchar
GenUserAlternativeID,crate_pk,bigint
GenUserAlternativeID,_src_hash,varchar
GenUserArchive,ActioningUser,nvarchar
GenUserArchive,ChildRecordAccess,nvarchar
GenUserArchive,DeletionDate,datetime
GenUserArchive,Disabled,bit
